target,book,chapter,reference,center_layer,alpha,control_accuracy,positive_accuracy,positive_delta,negative_accuracy,null_accuracy,positive_paired,paired_rescue
chapter_act_16,Acts,16,Acts 16,31,96,0.4,0.5,0.1,0.4,0.4,3 chg / +1 net,yes
chapter_act_27,Acts,27,Acts 27,31,96,0.4,0.5,0.1,0.4,0.4,3 chg / +1 net,yes
chapter_deu_16,Deuteronomy,16,Deuteronomy 16,31,96,0.4,0.5,0.1,0.3,0.4,3 chg / +1 net,yes
chapter_heb_02,Hebrews,2,Hebrews 2,31,96,0.4,0.4,0,0.4,0.4,2 chg / +0 net,no
chapter_heb_07,Hebrews,7,Hebrews 7,31,96,0.4,0.4,0,0.4,0.4,2 chg / +0 net,no
chapter_heb_09,Hebrews,9,Hebrews 9,31,96,0.4,0.4,0,0.4,0.4,2 chg / +0 net,no
chapter_heb_10,Hebrews,10,Hebrews 10,31,96,0.4,0.5,0.1,0.3,0.4,3 chg / +1 net,yes
chapter_jdg_07,Judges,7,Judges 7,31,96,0.4,0.5,0.1,0.3,0.4,3 chg / +1 net,yes
chapter_jdg_09,Judges,9,Judges 9,31,96,0.4,0.5,0.1,0.3,0.4,3 chg / +1 net,yes
chapter_num_11,Numbers,11,Numbers 11,31,96,0.4,0.5,0.1,0.3,0.4,3 chg / +1 net,yes
chapter_num_22,Numbers,22,Numbers 22,31,96,0.4,0.5,0.1,0.5,0.4,3 chg / +1 net,no
chapter_num_27,Numbers,27,Numbers 27,31,96,0.4,0.5,0.1,0.3,0.4,3 chg / +1 net,yes
chapter_1ch_09,1 Chronicles,9,1 Chronicles 9,32,16,0.4,0.4,0,0.3,0.3,0 chg / +0 net,no
chapter_1ch_29,1 Chronicles,29,1 Chronicles 29,32,16,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_act_07,Acts,7,Acts 7,32,16,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_act_11,Acts,11,Acts 11,32,16,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_act_16,Acts,16,Acts 16,32,16,0.4,0.4,0,0.3,0.3,0 chg / +0 net,no
chapter_act_27,Acts,27,Acts 27,32,16,0.4,0.4,0,0.3,0.3,0 chg / +0 net,no
chapter_deu_16,Deuteronomy,16,Deuteronomy 16,32,16,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_heb_02,Hebrews,2,Hebrews 2,32,16,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_heb_07,Hebrews,7,Hebrews 7,32,16,0.4,0.4,0,0.3,0.4,0 chg / +0 net,no
chapter_heb_09,Hebrews,9,Hebrews 9,32,16,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_heb_10,Hebrews,10,Hebrews 10,32,16,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_jdg_07,Judges,7,Judges 7,32,16,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_jdg_09,Judges,9,Judges 9,32,16,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_num_11,Numbers,11,Numbers 11,32,16,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_num_22,Numbers,22,Numbers 22,32,16,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_num_27,Numbers,27,Numbers 27,32,16,0.4,0.4,0,0.4,0.4,0 chg / +0 net,no
chapter_1ch_09,1 Chronicles,9,1 Chronicles 9,32,24,0.4,0.4,0,0.3,0.3,0 chg / +0 net,no
chapter_1ch_29,1 Chronicles,29,1 Chronicles 29,32,24,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_act_07,Acts,7,Acts 7,32,24,0.4,0.5,0.1,0.4,0.3,1 chg / +1 net,yes
chapter_act_11,Acts,11,Acts 11,32,24,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_act_16,Acts,16,Acts 16,32,24,0.4,0.4,0,0.3,0.4,0 chg / +0 net,no
chapter_act_27,Acts,27,Acts 27,32,24,0.4,0.4,0,0.3,0.3,0 chg / +0 net,no
chapter_deu_16,Deuteronomy,16,Deuteronomy 16,32,24,0.4,0.5,0.1,0.4,0.3,1 chg / +1 net,yes
chapter_heb_02,Hebrews,2,Hebrews 2,32,24,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_heb_07,Hebrews,7,Hebrews 7,32,24,0.4,0.4,0,0.3,0.3,0 chg / +0 net,no
chapter_heb_09,Hebrews,9,Hebrews 9,32,24,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_heb_10,Hebrews,10,Hebrews 10,32,24,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_jdg_07,Judges,7,Judges 7,32,24,0.4,0.5,0.1,0.4,0.3,1 chg / +1 net,yes
chapter_jdg_09,Judges,9,Judges 9,32,24,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_num_11,Numbers,11,Numbers 11,32,24,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_num_22,Numbers,22,Numbers 22,32,24,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_num_27,Numbers,27,Numbers 27,32,24,0.4,0.4,0,0.3,0.3,0 chg / +0 net,no
chapter_1ch_09,1 Chronicles,9,1 Chronicles 9,32,32,0.4,0.5,0.1,0.3,0.3,1 chg / +1 net,yes
chapter_1ch_29,1 Chronicles,29,1 Chronicles 29,32,32,0.4,0.5,0.1,0.4,0.3,1 chg / +1 net,yes
chapter_act_07,Acts,7,Acts 7,32,32,0.4,0.5,0.1,0.3,0.3,1 chg / +1 net,yes
chapter_act_11,Acts,11,Acts 11,32,32,0.4,0.5,0.1,0.4,0.3,1 chg / +1 net,yes
chapter_act_16,Acts,16,Acts 16,32,32,0.4,0.4,0,0.3,0.4,0 chg / +0 net,no
chapter_act_27,Acts,27,Acts 27,32,32,0.4,0.5,0.1,0.3,0.4,1 chg / +1 net,yes
chapter_deu_16,Deuteronomy,16,Deuteronomy 16,32,32,0.4,0.5,0.1,0.4,0.3,1 chg / +1 net,yes
chapter_heb_02,Hebrews,2,Hebrews 2,32,32,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_heb_07,Hebrews,7,Hebrews 7,32,32,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_heb_09,Hebrews,9,Hebrews 9,32,32,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_heb_10,Hebrews,10,Hebrews 10,32,32,0.4,0.4,0,0.3,0.3,0 chg / +0 net,no
chapter_jdg_07,Judges,7,Judges 7,32,32,0.4,0.5,0.1,0.3,0.3,1 chg / +1 net,yes
chapter_jdg_09,Judges,9,Judges 9,32,32,0.4,0.5,0.1,0.4,0.3,1 chg / +1 net,yes
chapter_num_11,Numbers,11,Numbers 11,32,32,0.4,0.5,0.1,0.4,0.3,1 chg / +1 net,yes
chapter_num_22,Numbers,22,Numbers 22,32,32,0.4,0.5,0.1,0.3,0.3,1 chg / +1 net,yes
chapter_num_27,Numbers,27,Numbers 27,32,32,0.4,0.5,0.1,0.3,0.3,1 chg / +1 net,yes
chapter_1ch_09,1 Chronicles,9,1 Chronicles 9,32,48,0.4,0.4,0,0.3,0.3,2 chg / +0 net,no
chapter_1ch_29,1 Chronicles,29,1 Chronicles 29,32,48,0.4,0.4,0,0.4,0.3,2 chg / +0 net,no
chapter_act_07,Acts,7,Acts 7,32,48,0.4,0.4,0,0.3,0.3,2 chg / +0 net,no
chapter_act_11,Acts,11,Acts 11,32,48,0.4,0.5,0.1,0.4,0.4,1 chg / +1 net,yes
chapter_act_16,Acts,16,Acts 16,32,48,0.4,0.5,0.1,0.3,0.4,1 chg / +1 net,yes
chapter_act_27,Acts,27,Acts 27,32,48,0.4,0.5,0.1,0.3,0.4,1 chg / +1 net,yes
chapter_deu_16,Deuteronomy,16,Deuteronomy 16,32,48,0.4,0.4,0,0.4,0.4,2 chg / +0 net,no
chapter_heb_02,Hebrews,2,Hebrews 2,32,48,0.4,0.5,0.1,0.4,0.3,1 chg / +1 net,yes
chapter_heb_07,Hebrews,7,Hebrews 7,32,48,0.4,0.5,0.1,0.4,0.3,1 chg / +1 net,yes
chapter_heb_09,Hebrews,9,Hebrews 9,32,48,0.4,0.5,0.1,0.4,0.3,1 chg / +1 net,yes
chapter_heb_10,Hebrews,10,Hebrews 10,32,48,0.4,0.5,0.1,0.3,0.3,1 chg / +1 net,yes
chapter_jdg_07,Judges,7,Judges 7,32,48,0.4,0.4,0,0.3,0.3,2 chg / +0 net,no
chapter_jdg_09,Judges,9,Judges 9,32,48,0.4,0.4,0,0.4,0.3,2 chg / +0 net,no
chapter_num_11,Numbers,11,Numbers 11,32,48,0.4,0.4,0,0.4,0.3,2 chg / +0 net,no
chapter_num_22,Numbers,22,Numbers 22,32,48,0.4,0.4,0,0.3,0.3,2 chg / +0 net,no
chapter_num_27,Numbers,27,Numbers 27,32,48,0.4,0.4,0,0.3,0.3,2 chg / +0 net,no
chapter_1ch_09,1 Chronicles,9,1 Chronicles 9,32,64,0.4,0.4,0,0.3,0.4,2 chg / +0 net,no
chapter_1ch_29,1 Chronicles,29,1 Chronicles 29,32,64,0.4,0.4,0,0.4,0.3,2 chg / +0 net,no
chapter_act_07,Acts,7,Acts 7,32,64,0.4,0.5,0.1,0.3,0.4,3 chg / +1 net,yes
chapter_act_11,Acts,11,Acts 11,32,64,0.4,0.5,0.1,0.4,0.5,1 chg / +1 net,no
chapter_act_16,Acts,16,Acts 16,32,64,0.4,0.4,0,0.4,0.5,2 chg / +0 net,no
chapter_act_27,Acts,27,Acts 27,32,64,0.4,0.4,0,0.3,0.5,2 chg / +0 net,no
chapter_deu_16,Deuteronomy,16,Deuteronomy 16,32,64,0.4,0.5,0.1,0.4,0.4,3 chg / +1 net,yes
chapter_heb_02,Hebrews,2,Hebrews 2,32,64,0.4,0.5,0.1,0.4,0.3,1 chg / +1 net,yes
chapter_heb_07,Hebrews,7,Hebrews 7,32,64,0.4,0.4,0,0.4,0.3,2 chg / +0 net,no
chapter_heb_09,Hebrews,9,Hebrews 9,32,64,0.4,0.4,0,0.4,0.3,2 chg / +0 net,no
chapter_heb_10,Hebrews,10,Hebrews 10,32,64,0.4,0.5,0.1,0.3,0.3,1 chg / +1 net,yes
chapter_jdg_07,Judges,7,Judges 7,32,64,0.4,0.4,0,0.3,0.3,2 chg / +0 net,no
chapter_jdg_09,Judges,9,Judges 9,32,64,0.4,0.4,0,0.3,0.3,2 chg / +0 net,no
chapter_num_11,Numbers,11,Numbers 11,32,64,0.4,0.5,0.1,0.3,0.3,3 chg / +1 net,yes
chapter_num_22,Numbers,22,Numbers 22,32,64,0.4,0.5,0.1,0.3,0.3,3 chg / +1 net,yes
chapter_num_27,Numbers,27,Numbers 27,32,64,0.4,0.5,0.1,0.3,0.3,3 chg / +1 net,yes
chapter_1ch_09,1 Chronicles,9,1 Chronicles 9,32,96,0.4,0.5,0.1,0.4,0.3,3 chg / +1 net,yes
chapter_1ch_29,1 Chronicles,29,1 Chronicles 29,32,96,0.4,0.5,0.1,0.4,0.3,3 chg / +1 net,yes
chapter_act_07,Acts,7,Acts 7,32,96,0.4,0.5,0.1,0.3,0.5,3 chg / +1 net,no
chapter_act_11,Acts,11,Acts 11,32,96,0.4,0.5,0.1,0.4,0.5,3 chg / +1 net,no
chapter_act_16,Acts,16,Acts 16,32,96,0.4,0.4,0,0.4,0.5,2 chg / +0 net,no
chapter_act_27,Acts,27,Acts 27,32,96,0.4,0.4,0,0.3,0.5,2 chg / +0 net,no
chapter_deu_16,Deuteronomy,16,Deuteronomy 16,32,96,0.4,0.5,0.1,0.3,0.5,3 chg / +1 net,no
chapter_heb_02,Hebrews,2,Hebrews 2,32,96,0.4,0.4,0,0.4,0.3,2 chg / +0 net,no
chapter_heb_07,Hebrews,7,Hebrews 7,32,96,0.4,0.4,0,0.4,0.3,2 chg / +0 net,no
chapter_heb_09,Hebrews,9,Hebrews 9,32,96,0.4,0.4,0,0.4,0.3,2 chg / +0 net,no
chapter_heb_10,Hebrews,10,Hebrews 10,32,96,0.4,0.4,0,0.3,0.3,2 chg / +0 net,no
chapter_jdg_07,Judges,7,Judges 7,32,96,0.4,0.5,0.1,0.3,0.3,3 chg / +1 net,yes
chapter_jdg_09,Judges,9,Judges 9,32,96,0.4,0.5,0.1,0.3,0.3,3 chg / +1 net,yes
chapter_num_11,Numbers,11,Numbers 11,32,96,0.4,0.5,0.1,0.3,0.3,3 chg / +1 net,yes
chapter_num_22,Numbers,22,Numbers 22,32,96,0.4,0.5,0.1,0.5,0.4,3 chg / +1 net,no
chapter_num_27,Numbers,27,Numbers 27,32,96,0.4,0.5,0.1,0.3,0.3,3 chg / +1 net,yes
chapter_1ch_09,1 Chronicles,9,1 Chronicles 9,33,16,0.4,0.4,0,0.3,0.4,0 chg / +0 net,no
chapter_1ch_29,1 Chronicles,29,1 Chronicles 29,33,16,0.4,0.4,0,0.4,0.4,0 chg / +0 net,no
chapter_act_07,Acts,7,Acts 7,33,16,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_act_11,Acts,11,Acts 11,33,16,0.4,0.4,0,0.4,0.4,0 chg / +0 net,no
chapter_act_16,Acts,16,Acts 16,33,16,0.4,0.4,0,0.4,0.4,0 chg / +0 net,no
chapter_act_27,Acts,27,Acts 27,33,16,0.4,0.4,0,0.4,0.4,0 chg / +0 net,no
chapter_deu_16,Deuteronomy,16,Deuteronomy 16,33,16,0.4,0.4,0,0.4,0.4,0 chg / +0 net,no
chapter_heb_02,Hebrews,2,Hebrews 2,33,16,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_heb_07,Hebrews,7,Hebrews 7,33,16,0.4,0.4,0,0.4,0.4,0 chg / +0 net,no
chapter_heb_09,Hebrews,9,Hebrews 9,33,16,0.4,0.4,0,0.4,0.4,0 chg / +0 net,no
chapter_heb_10,Hebrews,10,Hebrews 10,33,16,0.4,0.4,0,0.4,0.4,0 chg / +0 net,no
chapter_jdg_07,Judges,7,Judges 7,33,16,0.4,0.4,0,0.4,0.4,0 chg / +0 net,no
chapter_jdg_09,Judges,9,Judges 9,33,16,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_num_11,Numbers,11,Numbers 11,33,16,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_num_22,Numbers,22,Numbers 22,33,16,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_num_27,Numbers,27,Numbers 27,33,16,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_1ch_09,1 Chronicles,9,1 Chronicles 9,33,24,0.4,0.4,0,0.3,0.4,0 chg / +0 net,no
chapter_1ch_29,1 Chronicles,29,1 Chronicles 29,33,24,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_act_07,Acts,7,Acts 7,33,24,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_act_11,Acts,11,Acts 11,33,24,0.4,0.4,0,0.4,0.4,0 chg / +0 net,no
chapter_act_16,Acts,16,Acts 16,33,24,0.4,0.4,0,0.4,0.4,0 chg / +0 net,no
chapter_act_27,Acts,27,Acts 27,33,24,0.4,0.4,0,0.3,0.4,0 chg / +0 net,no
chapter_deu_16,Deuteronomy,16,Deuteronomy 16,33,24,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_heb_02,Hebrews,2,Hebrews 2,33,24,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_heb_07,Hebrews,7,Hebrews 7,33,24,0.4,0.4,0,0.4,0.4,0 chg / +0 net,no
chapter_heb_09,Hebrews,9,Hebrews 9,33,24,0.4,0.4,0,0.4,0.4,0 chg / +0 net,no
chapter_heb_10,Hebrews,10,Hebrews 10,33,24,0.4,0.4,0,0.3,0.3,0 chg / +0 net,no
chapter_jdg_07,Judges,7,Judges 7,33,24,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_jdg_09,Judges,9,Judges 9,33,24,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_num_11,Numbers,11,Numbers 11,33,24,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_num_22,Numbers,22,Numbers 22,33,24,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_num_27,Numbers,27,Numbers 27,33,24,0.4,0.4,0,0.3,0.3,0 chg / +0 net,no
chapter_1ch_09,1 Chronicles,9,1 Chronicles 9,33,32,0.4,0.4,0,0.3,0.4,0 chg / +0 net,no
chapter_1ch_29,1 Chronicles,29,1 Chronicles 29,33,32,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_act_07,Acts,7,Acts 7,33,32,0.4,0.5,0.1,0.4,0.3,1 chg / +1 net,yes
chapter_act_11,Acts,11,Acts 11,33,32,0.4,0.5,0.1,0.4,0.4,1 chg / +1 net,yes
chapter_act_16,Acts,16,Acts 16,33,32,0.4,0.4,0,0.3,0.4,0 chg / +0 net,no
chapter_act_27,Acts,27,Acts 27,33,32,0.4,0.4,0,0.3,0.4,0 chg / +0 net,no
chapter_deu_16,Deuteronomy,16,Deuteronomy 16,33,32,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_heb_02,Hebrews,2,Hebrews 2,33,32,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_heb_07,Hebrews,7,Hebrews 7,33,32,0.4,0.4,0,0.4,0.4,0 chg / +0 net,no
chapter_heb_09,Hebrews,9,Hebrews 9,33,32,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_heb_10,Hebrews,10,Hebrews 10,33,32,0.4,0.4,0,0.3,0.3,0 chg / +0 net,no
chapter_jdg_07,Judges,7,Judges 7,33,32,0.4,0.4,0,0.3,0.3,0 chg / +0 net,no
chapter_jdg_09,Judges,9,Judges 9,33,32,0.4,0.4,0,0.4,0.4,0 chg / +0 net,no
chapter_num_11,Numbers,11,Numbers 11,33,32,0.4,0.4,0,0.4,0.4,0 chg / +0 net,no
chapter_num_22,Numbers,22,Numbers 22,33,32,0.4,0.4,0,0.3,0.3,0 chg / +0 net,no
chapter_num_27,Numbers,27,Numbers 27,33,32,0.4,0.4,0,0.3,0.4,0 chg / +0 net,no
chapter_1ch_09,1 Chronicles,9,1 Chronicles 9,33,48,0.4,0.5,0.1,0.3,0.4,1 chg / +1 net,yes
chapter_1ch_29,1 Chronicles,29,1 Chronicles 29,33,48,0.4,0.5,0.1,0.4,0.4,1 chg / +1 net,yes
chapter_act_07,Acts,7,Acts 7,33,48,0.4,0.4,0,0.3,0.4,2 chg / +0 net,no
chapter_act_11,Acts,11,Acts 11,33,48,0.4,0.5,0.1,0.4,0.4,1 chg / +1 net,yes
chapter_act_16,Acts,16,Acts 16,33,48,0.4,0.5,0.1,0.3,0.4,1 chg / +1 net,yes
chapter_act_27,Acts,27,Acts 27,33,48,0.4,0.5,0.1,0.3,0.4,1 chg / +1 net,yes
chapter_deu_16,Deuteronomy,16,Deuteronomy 16,33,48,0.4,0.4,0,0.4,0.4,2 chg / +0 net,no
chapter_heb_02,Hebrews,2,Hebrews 2,33,48,0.4,0.4,0,0.4,0.4,0 chg / +0 net,no
chapter_heb_07,Hebrews,7,Hebrews 7,33,48,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_heb_09,Hebrews,9,Hebrews 9,33,48,0.4,0.4,0,0.4,0.3,0 chg / +0 net,no
chapter_heb_10,Hebrews,10,Hebrews 10,33,48,0.4,0.4,0,0.3,0.3,0 chg / +0 net,no
chapter_jdg_07,Judges,7,Judges 7,33,48,0.4,0.5,0.1,0.3,0.4,1 chg / +1 net,yes
chapter_jdg_09,Judges,9,Judges 9,33,48,0.4,0.4,0,0.3,0.4,2 chg / +0 net,no
chapter_num_11,Numbers,11,Numbers 11,33,48,0.4,0.4,0,0.4,0.4,2 chg / +0 net,no
chapter_num_22,Numbers,22,Numbers 22,33,48,0.4,0.5,0.1,0.3,0.4,1 chg / +1 net,yes
chapter_num_27,Numbers,27,Numbers 27,33,48,0.4,0.4,0,0.3,0.4,2 chg / +0 net,no
chapter_1ch_09,1 Chronicles,9,1 Chronicles 9,33,64,0.4,0.4,0,0.3,0.3,2 chg / +0 net,no
chapter_1ch_29,1 Chronicles,29,1 Chronicles 29,33,64,0.4,0.4,0,0.4,0.4,2 chg / +0 net,no
chapter_act_07,Acts,7,Acts 7,33,64,0.4,0.4,0,0.3,0.4,2 chg / +0 net,no
chapter_act_11,Acts,11,Acts 11,33,64,0.4,0.5,0.1,0.4,0.4,1 chg / +1 net,yes
chapter_act_16,Acts,16,Acts 16,33,64,0.4,0.5,0.1,0.4,0.4,1 chg / +1 net,yes
chapter_act_27,Acts,27,Acts 27,33,64,0.4,0.5,0.1,0.3,0.4,1 chg / +1 net,yes
chapter_deu_16,Deuteronomy,16,Deuteronomy 16,33,64,0.4,0.4,0,0.4,0.4,2 chg / +0 net,no
chapter_heb_02,Hebrews,2,Hebrews 2,33,64,0.4,0.5,0.1,0.4,0.4,1 chg / +1 net,yes
chapter_heb_07,Hebrews,7,Hebrews 7,33,64,0.4,0.5,0.1,0.4,0.4,1 chg / +1 net,yes
chapter_heb_09,Hebrews,9,Hebrews 9,33,64,0.4,0.5,0.1,0.4,0.3,1 chg / +1 net,yes
chapter_heb_10,Hebrews,10,Hebrews 10,33,64,0.4,0.4,0,0.3,0.3,0 chg / +0 net,no
chapter_jdg_07,Judges,7,Judges 7,33,64,0.4,0.4,0,0.3,0.4,2 chg / +0 net,no
chapter_jdg_09,Judges,9,Judges 9,33,64,0.4,0.4,0,0.3,0.4,2 chg / +0 net,no
chapter_num_11,Numbers,11,Numbers 11,33,64,0.4,0.4,0,0.4,0.4,2 chg / +0 net,no
chapter_num_22,Numbers,22,Numbers 22,33,64,0.4,0.4,0,0.3,0.4,2 chg / +0 net,no
chapter_num_27,Numbers,27,Numbers 27,33,64,0.4,0.4,0,0.3,0.4,2 chg / +0 net,no
chapter_1ch_09,1 Chronicles,9,1 Chronicles 9,33,96,0.4,0.4,0,0.4,0.3,2 chg / +0 net,no
chapter_1ch_29,1 Chronicles,29,1 Chronicles 29,33,96,0.4,0.5,0.1,0.4,0.4,3 chg / +1 net,yes
chapter_act_07,Acts,7,Acts 7,33,96,0.4,0.5,0.1,0.3,0.4,3 chg / +1 net,yes
chapter_act_11,Acts,11,Acts 11,33,96,0.4,0.5,0.1,0.4,0.4,3 chg / +1 net,yes
chapter_act_16,Acts,16,Acts 16,33,96,0.4,0.4,0,0.4,0.4,2 chg / +0 net,no
chapter_act_27,Acts,27,Acts 27,33,96,0.4,0.4,0,0.3,0.4,2 chg / +0 net,no
chapter_deu_16,Deuteronomy,16,Deuteronomy 16,33,96,0.4,0.5,0.1,0.3,0.4,3 chg / +1 net,yes
chapter_heb_02,Hebrews,2,Hebrews 2,33,96,0.4,0.4,0,0.4,0.4,2 chg / +0 net,no
chapter_heb_07,Hebrews,7,Hebrews 7,33,96,0.4,0.4,0,0.4,0.4,2 chg / +0 net,no
chapter_heb_09,Hebrews,9,Hebrews 9,33,96,0.4,0.4,0,0.4,0.3,2 chg / +0 net,no
chapter_heb_10,Hebrews,10,Hebrews 10,33,96,0.4,0.4,0,0.3,0.4,2 chg / +0 net,no
chapter_jdg_07,Judges,7,Judges 7,33,96,0.4,0.5,0.1,0.3,0.4,3 chg / +1 net,yes
chapter_jdg_09,Judges,9,Judges 9,33,96,0.4,0.5,0.1,0.4,0.4,3 chg / +1 net,yes
chapter_num_11,Numbers,11,Numbers 11,33,96,0.4,0.5,0.1,0.3,0.4,3 chg / +1 net,yes
chapter_num_22,Numbers,22,Numbers 22,33,96,0.4,0.5,0.1,0.4,0.4,3 chg / +1 net,yes
chapter_num_27,Numbers,27,Numbers 27,33,96,0.4,0.5,0.1,0.3,0.4,3 chg / +1 net,yes
chapter_1ch_09,1 Chronicles,9,1 Chronicles 9,36,32,0.4,0.4,0,0.3,0.4,0 chg / +0 net,no
chapter_1ch_29,1 Chronicles,29,1 Chronicles 29,36,32,0.4,0.4,0,0.3,0.4,0 chg / +0 net,no
chapter_act_07,Acts,7,Acts 7,36,32,0.4,0.4,0,0.3,0.4,0 chg / +0 net,no
chapter_act_11,Acts,11,Acts 11,36,32,0.4,0.4,0,0.3,0.4,0 chg / +0 net,no
chapter_act_16,Acts,16,Acts 16,36,32,0.4,0.4,0,0.3,0.4,0 chg / +0 net,no
chapter_act_27,Acts,27,Acts 27,36,32,0.4,0.4,0,0.3,0.4,0 chg / +0 net,no
chapter_deu_16,Deuteronomy,16,Deuteronomy 16,36,32,0.4,0.4,0,0.3,0.4,0 chg / +0 net,no
chapter_heb_02,Hebrews,2,Hebrews 2,36,32,0.4,0.4,0,0.3,0.4,0 chg / +0 net,no
chapter_heb_07,Hebrews,7,Hebrews 7,36,32,0.4,0.4,0,0.3,0.4,0 chg / +0 net,no
chapter_heb_09,Hebrews,9,Hebrews 9,36,32,0.4,0.4,0,0.3,0.4,0 chg / +0 net,no
chapter_heb_10,Hebrews,10,Hebrews 10,36,32,0.4,0.4,0,0.3,0.4,0 chg / +0 net,no
chapter_jdg_07,Judges,7,Judges 7,36,32,0.4,0.4,0,0.3,0.4,0 chg / +0 net,no
chapter_jdg_09,Judges,9,Judges 9,36,32,0.4,0.4,0,0.3,0.4,0 chg / +0 net,no
chapter_num_11,Numbers,11,Numbers 11,36,32,0.4,0.4,0,0.3,0.4,0 chg / +0 net,no
chapter_num_22,Numbers,22,Numbers 22,36,32,0.4,0.4,0,0.3,0.4,0 chg / +0 net,no
chapter_num_27,Numbers,27,Numbers 27,36,32,0.4,0.4,0,0.3,0.4,0 chg / +0 net,no
